STORE_NUM,TRANSDATE,INVOICE,CAS_CODE,ITE_CODE,QUANTITY,UNT_PRIC,AMOUNT,DISCOUNT,SCHARGE,DT,DEP_CODE,DATE,TIME,CUS_CODE,TRN_CODE,ORNUM,TAG,DISC_CODE,SRNO,SRNAME,TYPE,BACKJOB,DELIVERY,PHONE,RIDER,FREE,INV_FLAG,REC_NO,LPAY_DISC,GC_EXCESS,VAT_FLAG,VATDIV,BDL_CODE,VAT_AMNT,VAT_DISC,VAT_PRIC,TRANSNO,POS,BRANCH
1,2026-02-09T16:55:02,10000000007274,154,BSNK5,1,195,195.0,0.0,0,,,2026-02-09,16:55,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,20.8929,BSNK5,174.1071,0.0,174.1071,10000000007274,,
1,2026-02-09T17:05:42,10000000007275,154,COF23,1,175,175.0,0.0,0,,,2026-02-09,17:05,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,18.75,COF23,156.25,0.0,156.25,10000000007275,,
1,2026-02-09T17:05:42,10000000007275,154,COF17,1,175,175.0,0.0,0,,,2026-02-09,17:05,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,18.75,COF17,156.25,0.0,156.25,10000000007275,,
1,2026-02-09T17:36:34,10000000007276,154,BSNK5,1,195,139.2857,34.8214,0,,,2026-02-09,17:36,,S,,S,SC,,,D,1,0,,,0,1,1,0,0,1,0.0,BSNK5,0.0,139.2857,0.0,10000000007276,,
1,2026-02-09T17:36:34,10000000007276,154,BSLD1,1,195,139.2857,34.8214,0,,,2026-02-09,17:36,,S,,S,SC,,,D,1,0,,,0,1,1,0,0,1,0.0,BSLD1,0.0,139.2857,0.0,10000000007276,,
1,2026-02-09T17:36:34,10000000007276,154,BMLS1,1,265,189.2857,47.3214,0,,,2026-02-09,17:36,,S,,S,SC,,,D,1,0,,,0,1,1,0,0,1,0.0,BMLS1,0.0,189.2857,0.0,10000000007276,,
1,2026-02-09T17:38:08,10000000007277,154,BSNK12,1,175,175.0,0.0,0,,,2026-02-09,17:38,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,18.75,BSNK12,156.25,0.0,156.25,10000000007277,,
1,2026-02-09T17:40:05,10000000007278,154,COF1,1,145,145.0,0.0,0,,,2026-02-09,17:40,,S,,S,,,,D,1,0,,,0,1,1,0,0,1,15.5357,COF1,129.4643,0.0,129.4643,10000000007278,,
1,2026-02-09T17:45:16,10000000007279,154,BMLS1,1,265,189.2857,47.3214,0,,,2026-02-09,17:45,,S,,S,PWD,,,D,1,0,,,0,1,1,0,0,0,0.0,BMLS1,0.0,189.2857,0.0,10000000007279,,
1,2026-02-09T17:45:16,10000000007279,154,BMLS5,1,255,182.1429,45.5357,0,,,2026-02-09,17:45,,S,,S,PWD,,,D,1,0,,,0,1,1,0,0,0,0.0,BMLS5,0.0,182.1429,0.0,10000000007279,,
1,2026-02-09T17:45:16,10000000007279,154,BSNK1,1,225,160.7143,40.1786,0,,,2026-02-09,17:45,,S,,S,PWD,,,D,1,0,,,0,1,1,0,0,0,0.0,BSNK1,0.0,160.7143,0.0,10000000007279,,
1,2026-02-09T17:45:16,10000000007279,154,NCOF15,1,175,125.0,31.25,0,,,2026-02-09,17:45,,S,,S,PWD,,,D,1,0,,,0,1,1,0,0,0,0.0,NCOF15,0.0,125.0,0.0,10000000007279,,
1,2026-02-09T17:50:59,10000000007280,154,COF23,1,175,125.0,31.25,0,,,2026-02-09,17:50,,S,,S,SC,,,D,1,0,,,0,1,1,0,0,1,0.0,COF23,0.0,125.0,0.0,10000000007280,,
